Customer_ID,Quarter,Satisfaction_Score,Customer_Status,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Category,Churn_Reason,inter_ID,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,trans_ID,Count,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code
1755-RMCXH,Q3,4,Joined,No,0.0,38,5113.0,,,5903,True,5,2,Offer E,True,7.27,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.3,40.25,0.0,0.0,14.54,54.79,5903,1,Male,37,False,False,True,True,2,United States,California,San Dimas,91773
1757-TCATG,Q3,3,Stayed,No,0.0,49,3942.0,,,6075,True,4,35,Offer C,True,41.02,False,False,,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,20.05,746.75,0.0,0.0,1435.7,2182.45,6075,1,Male,24,True,False,True,True,1,United States,California,Huntington Beach,92649
1760-CAZHT,Q3,5,Stayed,No,0.0,60,3274.0,,,6887,False,0,25,,True,3.07,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.8,460.2,21.81,0.0,76.75,515.14,6887,1,Male,55,False,False,False,True,3,United States,California,Glendale,91202
1761-AEZZR,Q3,2,Churned,Yes,1.0,72,5593.0,Other,Don't know,1739,False,0,1,,True,4.04,False,True,Fiber Optic,6.0,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,79.55,79.55,0.0,0.0,4.04,83.59,2079,1,Male,59,False,False,False,False,0,United States,California,Guinda,95637
1763-KUAAW,Q3,4,Stayed,No,0.0,30,4713.0,,,1099,False,0,18,Offer D,True,37.53,False,False,,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,20.35,369.6,0.0,0.0,675.54,1045.14,1439,1,Female,77,False,True,False,False,0,United States,California,Junction City,96048
1763-WQFUK,Q3,4,Joined,No,0.0,43,5258.0,,,3908,False,0,3,,True,26.38,False,True,DSL,25.0,False,False,False,True,False,False,False,True,Month-to-Month,True,Mailed Check,50.5,147.75,0.0,0.0,79.14,226.89,164,1,Male,45,False,False,False,False,0,United States,California,Riverside,92503
1764-VUUMT,Q3,4,Stayed,No,0.0,51,6382.0,,,3100,False,0,66,,True,37.94,False,False,,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,19.95,1269.1,0.0,0.0,2504.04,3773.14,4972,1,Male,63,False,False,False,True,1,United States,California,Spreckels,93962
1766-GKNMI,Q3,3,Stayed,No,0.0,69,4388.0,,,2986,False,0,29,,True,9.49,True,True,Fiber Optic,21.0,False,False,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,84.9,2516.2,47.04,0.0,275.21,2744.37,4858,1,Male,56,False,False,False,False,0,United States,California,Bakersfield,93307
1767-CJKBA,Q3,4,Stayed,No,0.0,48,6025.0,,,3200,False,0,66,Offer A,True,49.13,True,False,,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,25.1,1697.7,0.0,0.0,3242.58,4940.28,5072,1,Male,39,False,False,False,False,0,United States,California,Richmond,94804
1767-TGTKO,Q3,4,Stayed,No,0.0,41,4651.0,,,5008,False,0,8,Offer E,True,5.09,False,True,DSL,51.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,45.45,411.75,0.0,0.0,40.72,452.47,3136,1,Female,30,False,False,True,True,2,United States,California,Dana Point,92629
1768-HNVGJ,Q3,3,Stayed,No,0.0,43,4223.0,,,868,False,0,45,Offer B,True,18.46,True,True,Cable,3.0,True,False,False,True,False,True,True,True,Two Year,True,Bank Withdrawal,70.05,3062.45,0.0,0.0,830.7,3893.15,1208,1,Female,80,False,True,False,False,0,United States,California,Mountain View,94043
1768-ZAIFU,Q3,1,Churned,Yes,1.0,67,5688.0,Competitor,Competitor made better offer,85,False,0,1,,False,0.0,False,True,Cable,5.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,25.2,25.2,0.0,0.0,0.0,25.2,425,1,Female,74,False,True,False,False,0,Country,California,Rio Dell,95562
1769-GRUIK,Q3,5,Stayed,No,0.0,28,4911.0,,,3497,False,0,18,Offer D,True,2.76,False,True,Fiber Optic,26.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,71.1,1247.75,0.0,150.0,49.68,1447.43,5369,1,Female,19,True,False,False,False,0,United States,California,Gridley,95948
1771-OADNZ,Q3,3,Churned,Yes,1.0,95,2151.0,Price,Extra data charges,238,True,1,29,Offer C,True,35.38,True,True,Fiber Optic,21.0,False,True,True,False,False,True,True,False,Month-to-Month,True,Bank Withdrawal,95.9,2745.2,0.0,50.0,1026.02,3821.22,578,1,Male,70,False,True,True,False,0,Country,California,Pauma Valley,92061
1775-KWJKQ,Q3,4,Stayed,No,0.0,50,6046.0,,,2944,True,5,72,,True,26.96,True,True,DSL,9.0,True,True,True,True,True,True,True,True,Two Year,False,Credit Card,89.85,6562.9,12.55,0.0,1941.12,8491.47,4816,1,Male,41,False,False,True,False,0,United States,California,Santa Barbara,93105
1776-SPBWV,Q3,5,Stayed,No,0.0,21,2272.0,,,4143,True,1,34,Offer C,True,41.72,False,False,,0.0,False,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,20.1,682.1,0.0,0.0,1418.48,2100.58,2271,1,Female,43,False,False,True,True,1,United States,California,Salinas,93907
1777-JYQPJ,Q3,4,Joined,No,0.0,77,2515.0,,,4518,False,0,2,Offer E,False,0.0,False,True,DSL,59.0,False,False,False,False,False,False,False,True,Month-to-Month,False,Mailed Check,24.3,38.45,0.0,0.0,0.0,38.45,2646,1,Male,19,True,False,False,False,0,United States,California,Colfax,95713
1779-PWPMG,Q3,3,Stayed,No,0.0,29,5408.0,,,587,True,1,72,Offer A,True,4.59,True,True,Fiber Optic,27.0,True,True,True,True,True,True,False,True,Two Year,True,Bank Withdrawal,114.65,8333.95,0.0,0.0,330.48,8664.43,927,1,Female,73,False,True,True,False,0,United States,California,San Jose,95139
1784-BXEFA,Q3,3,Stayed,No,0.0,43,3595.0,,,4510,False,0,10,,True,4.76,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,True,Mailed Check,20.55,187.35,0.0,0.0,47.6,234.95,2638,1,Female,63,False,False,False,False,0,United States,California,Vacaville,95688
1784-EZDKJ,Q3,3,Stayed,No,0.0,33,4640.0,,,3919,True,3,51,Offer B,True,29.4,True,True,Fiber Optic,21.0,False,True,True,False,True,True,True,False,One Year,True,Bank Withdrawal,106.8,5498.8,0.0,140.0,1499.4,7138.2,175,1,Male,31,False,False,True,False,0,United States,California,Hemet,92544
1785-BPHTP,Q3,3,Stayed,No,0.0,26,4022.0,,,6839,True,6,28,,True,3.18,False,True,Fiber Optic,12.0,False,False,True,False,True,False,False,True,Month-to-Month,False,Bank Withdrawal,85.45,2289.9,0.0,0.0,89.04,2378.94,6839,1,Male,64,False,False,True,True,2,United States,California,Santa Monica,90403
1790-NESIO,Q3,5,Stayed,No,0.0,76,4883.0,,,4213,False,0,13,,True,6.56,False,False,,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,20.4,261.3,0.0,0.0,85.28,346.58,2341,1,Female,23,True,False,False,False,0,United States,California,Concord,94518
1791-PQHBB,Q3,4,Joined,No,0.0,31,5056.0,,,5549,False,0,2,Offer E,True,32.06,False,True,Cable,52.0,True,False,False,False,False,True,True,True,Month-to-Month,True,Credit Card,61.2,125.95,0.0,0.0,64.12,190.07,3677,1,Female,28,True,False,False,True,2,United States,California,El Dorado,95623
1792-UXAFY,Q3,1,Churned,Yes,1.0,89,5082.0,Dissatisfaction,Service dissatisfaction,290,False,0,17,Offer D,True,30.37,False,True,Fiber Optic,28.0,False,True,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,89.15,1496.9,0.0,0.0,516.29,2013.19,630,1,Female,80,False,True,False,False,0,Country,California,San Jose,95110
1794-HBQTJ,Q3,1,Churned,Yes,1.0,83,4207.0,Dissatisfaction,Poor expertise of phone support,2249,False,0,1,Offer E,True,6.54,False,True,Cable,52.0,True,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,48.6,48.6,0.0,0.0,6.54,55.14,4121,1,Female,22,True,False,False,False,0,United States,California,Corcoran,93212
1794-SWWKL,Q3,4,Stayed,No,0.0,75,3974.0,,,6708,True,6,15,Offer D,True,24.36,True,True,DSL,59.0,False,False,True,True,False,False,False,True,Month-to-Month,True,Bank Withdrawal,59.65,867.1,32.65,0.0,365.4,1199.85,6708,1,Male,22,True,False,True,True,2,United States,California,Dorris,96023
1796-JANOW,Q3,4,Joined,No,0.0,40,4079.0,,,4484,False,0,2,Offer E,True,34.57,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,19.95,38.15,0.0,0.0,69.14,107.29,2612,1,Female,33,False,False,False,False,0,United States,California,Fiddletown,95629
1803-BGNBD,Q3,3,Stayed,No,0.0,63,3854.0,,,3658,False,0,12,Offer D,True,37.63,False,True,DSL,26.0,False,True,False,True,False,False,False,False,Month-to-Month,True,Bank Withdrawal,54.3,654.5,0.0,130.0,451.56,1236.06,5530,1,Female,59,False,False,False,False,0,United States,California,Santa Monica,90402
1809-DMJHQ,Q3,1,Churned,Yes,1.0,85,4846.0,Competitor,Competitor had better devices,2225,False,0,5,,True,23.89,False,True,DSL,14.0,False,False,False,False,False,False,False,True,Month-to-Month,False,Mailed Check,46.0,221.7,0.0,0.0,119.45,341.15,4097,1,Female,56,False,False,False,True,1,United States,California,Newport Beach,92660
1810-BOHSY,Q3,3,Stayed,No,0.0,26,4745.0,,,4509,True,7,51,Offer B,True,35.0,True,True,Fiber Optic,8.0,True,True,False,False,False,True,True,True,One Year,True,Credit Card,96.4,4911.05,0.0,0.0,1785.0,6696.05,2637,1,Male,63,False,False,True,False,0,United States,California,Vacaville,95687
1810-MVMAI,Q3,3,Stayed,No,0.0,33,4104.0,,,4312,True,4,30,Offer C,True,48.04,True,True,Cable,19.0,True,True,True,True,False,False,False,True,Month-to-Month,False,Bank Withdrawal,67.6,2000.2,0.0,0.0,1441.2,3441.4,2440,1,Male,31,False,False,True,True,1,United States,California,San Jose,95113
1813-JLKWR,Q3,5,Stayed,No,0.0,31,5384.0,,,3983,True,7,64,,True,23.25,False,False,,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,19.8,1336.65,0.0,0.0,1488.0,2824.65,239,1,Female,47,False,False,True,False,0,United States,California,Orange,92868
1813-JYWTO,Q3,4,Stayed,No,0.0,62,4202.0,,,6189,True,4,72,,True,6.23,True,True,Fiber Optic,27.0,True,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,80.45,5737.6,0.0,130.0,448.56,6316.16,6189,1,Female,59,False,False,True,False,0,United States,California,Shandon,93461
1814-DKOLC,Q3,3,Stayed,No,0.0,24,4855.0,,,4960,False,0,5,,True,5.41,True,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,25.45,134.75,0.0,0.0,27.05,161.8,3088,1,Female,63,False,False,False,False,0,United States,California,Loma Linda,92354
1814-WFGVS,Q3,3,Stayed,No,0.0,47,5415.0,,,4582,True,3,72,,False,0.0,False,True,DSL,53.0,True,False,True,True,True,False,False,True,Two Year,False,Mailed Check,48.9,3527.0,34.44,0.0,0.0,3492.56,2710,1,Male,53,False,False,True,True,3,United States,California,Richvale,95974
1816-FLZDK,Q3,5,Joined,No,0.0,40,3923.0,,,4952,False,0,1,,False,0.0,False,True,DSL,22.0,False,False,False,True,False,False,False,True,Month-to-Month,False,Credit Card,29.15,29.15,0.0,0.0,0.0,29.15,3080,1,Male,34,False,False,False,False,0,United States,California,Fawnskin,92333
1818-ESQMW,Q3,3,Stayed,No,0.0,54,4384.0,,,6240,False,0,27,Offer C,True,39.62,False,True,Fiber Optic,2.0,False,False,True,True,False,True,True,True,Month-to-Month,True,Bank Withdrawal,89.2,2383.6,0.0,0.0,1069.74,3453.34,6240,1,Female,31,False,False,False,False,0,United States,California,San Joaquin,93660
1820-DJFPH,Q3,4,Stayed,No,0.0,36,4755.0,,,5525,True,4,72,,True,48.29,True,False,,0.0,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,24.05,1709.15,0.0,0.0,3476.88,5186.03,3653,1,Female,59,False,False,True,True,3,United States,California,Orick,95555
1820-TQVEV,Q3,2,Churned,Yes,1.0,76,3042.0,Attitude,Attitude of support person,1295,False,0,1,Offer E,True,49.43,False,True,Fiber Optic,48.0,False,False,False,False,False,False,True,True,Month-to-Month,True,Bank Withdrawal,69.55,69.55,0.0,0.0,49.43,118.98,1635,1,Male,27,True,False,False,False,0,United States,California,Madera,93638
1821-BUCWY,Q3,3,Stayed,No,0.0,70,5445.0,,,4095,False,0,30,Offer C,True,47.06,False,True,Cable,24.0,True,False,True,False,False,False,False,True,Two Year,True,Mailed Check,55.65,1653.85,0.0,0.0,1411.8,3065.65,2223,1,Male,35,False,False,False,False,0,United States,California,Valyermo,93563
1830-GGFNM,Q3,4,Stayed,No,0.0,36,4603.0,,,3440,True,6,65,Offer B,True,19.53,True,True,Fiber Optic,19.0,True,True,True,True,False,False,False,True,Two Year,False,Credit Card,94.55,6078.75,0.0,0.0,1269.45,7348.2,5312,1,Male,35,False,False,True,True,2,United States,California,Somerset,95684
1830-IPXVJ,Q3,3,Stayed,No,0.0,22,6108.0,,,6335,True,6,61,Offer B,True,25.4,False,False,,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,19.75,1311.6,0.0,0.0,1549.4,2861.0,6335,1,Female,44,False,False,True,True,2,United States,California,Lafayette,94549
1832-PEUTS,Q3,4,Stayed,No,0.0,68,5995.0,,,6038,True,4,62,Offer B,True,37.75,True,True,Fiber Optic,73.0,False,False,True,False,True,False,False,True,Two Year,True,Credit Card,89.1,5411.65,0.0,0.0,2340.5,7752.15,6038,1,Male,23,True,False,True,True,2,United States,California,San Bernardino,92410
1833-TCXKK,Q3,5,Stayed,No,0.0,27,3301.0,,,6037,False,0,45,Offer B,True,29.81,True,True,Fiber Optic,27.0,False,True,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,107.75,4882.8,0.0,0.0,1341.45,6224.25,6037,1,Male,50,False,False,True,False,0,United States,California,San Bernardino,92408
1833-VGRUM,Q3,2,Churned,Yes,1.0,71,4684.0,Price,Price too high,253,False,0,1,Offer E,True,48.95,True,True,Fiber Optic,23.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.2,74.2,0.0,0.0,48.95,123.15,593,1,Female,70,False,True,False,False,0,Country,California,Perris,92570
1834-ABKHQ,Q3,4,Stayed,No,0.0,73,4298.0,,,5502,True,2,52,Offer B,True,10.03,False,True,Cable,29.0,False,False,True,False,False,False,False,True,One Year,True,Bank Withdrawal,50.95,2610.65,0.0,0.0,521.56,3132.21,3630,1,Female,59,False,False,True,True,2,United States,California,Upper Lake,95485
1834-WULEG,Q3,4,Stayed,No,0.0,58,3000.0,,,4572,True,5,24,Offer C,True,40.81,False,False,,0.0,False,False,False,False,False,False,False,False,One Year,False,Mailed Check,20.25,439.75,0.0,0.0,979.44,1419.19,2700,1,Male,61,False,False,True,True,2,United States,California,Nevada City,95959
1837-YQUCE,Q3,3,Stayed,No,0.0,55,4093.0,,,4747,False,0,70,Offer A,False,0.0,False,True,DSL,13.0,True,False,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,58.35,4214.25,0.0,0.0,0.0,4214.25,2875,1,Female,54,False,False,False,False,0,United States,California,Buena Park,90620
1839-FBNFR,Q3,5,Stayed,No,0.0,72,3032.0,,,3414,True,3,39,,True,32.57,False,False,,0.0,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,19.85,854.8,0.0,0.0,1270.23,2125.03,5286,1,Female,35,False,False,True,True,1,United States,California,Georgetown,95634
1839-UMACK,Q3,5,Stayed,No,0.0,55,3756.0,,,3707,False,0,42,,True,27.64,True,False,,0.0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,25.05,949.85,0.0,0.0,1160.88,2110.73,5579,1,Male,20,True,False,False,False,0,United States,California,Pasadena,91106
1840-BIUOG,Q3,3,Stayed,No,0.0,73,2989.0,,,6332,False,0,20,,True,32.5,True,True,DSL,52.0,False,True,False,True,True,False,False,True,One Year,True,Bank Withdrawal,68.7,1416.2,0.0,0.0,650.0,2066.2,6332,1,Male,23,True,False,False,False,0,United States,California,Hayward,94545
1841-YSJGV,Q3,4,Stayed,No,0.0,59,6258.0,,,5890,True,9,72,Offer A,True,40.78,True,True,Fiber Optic,22.0,True,True,False,True,True,True,True,True,Two Year,True,Credit Card,109.95,7852.4,0.0,0.0,2936.16,10788.56,5890,1,Male,58,False,False,True,False,0,United States,California,South El Monte,91733
1842-EZJMK,Q3,1,Churned,Yes,1.0,82,5897.0,Competitor,Competitor had better devices,2392,True,1,50,Offer B,True,34.14,True,True,Fiber Optic,69.0,False,True,False,True,True,True,True,True,Month-to-Month,False,Bank Withdrawal,103.7,5071.05,36.61,0.0,1707.0,6741.44,4264,1,Male,28,True,False,True,False,0,United States,California,Orangevale,95662
1843-TLSGD,Q3,4,Stayed,No,0.0,58,3163.0,,,4662,True,6,13,,True,27.62,False,False,,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.85,272.35,0.0,0.0,359.06,631.41,2790,1,Female,56,False,False,True,True,3,United States,California,Standish,96128
1845-CSBRZ,Q3,5,Stayed,No,0.0,49,2656.0,,,666,True,7,22,Offer D,True,40.19,True,True,Fiber Optic,27.0,False,False,False,False,True,False,False,True,Two Year,False,Bank Withdrawal,85.35,1961.6,0.0,0.0,884.18,2845.78,1006,1,Female,71,False,True,True,True,1,United States,California,Pomona,91766
1845-ZLLIG,Q3,3,Joined,No,0.0,50,4014.0,,,4354,False,0,1,Offer E,True,20.3,False,True,DSL,16.0,False,True,False,False,False,False,False,True,Month-to-Month,True,Credit Card,50.15,50.15,0.0,0.0,20.3,70.45,2482,1,Male,45,False,False,False,False,0,United States,California,Woodbridge,95258
1846-XWOQN,Q3,2,Churned,Yes,1.0,71,2825.0,Competitor,Competitor made better offer,147,False,0,1,,True,47.97,False,True,Fiber Optic,8.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,70.15,70.15,0.0,0.0,47.97,118.12,487,1,Female,80,False,True,False,False,0,Country,California,Bradley,93426
1848-LBZHY,Q3,3,Stayed,No,0.0,42,2547.0,,,5771,True,7,7,,True,33.24,False,True,DSL,53.0,True,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,50.3,355.1,0.0,0.0,232.68,587.78,5771,1,Female,19,True,False,True,False,0,United States,California,Downey,90242
1849-RJYIG,Q3,3,Stayed,No,0.0,29,5862.0,,,4176,False,0,8,,True,46.78,False,True,DSL,24.0,True,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,60.0,487.75,0.0,0.0,374.24,861.99,2304,1,Female,43,False,False,False,False,0,United States,California,Sunnyvale,94087
1850-AKQEP,Q3,3,Stayed,No,0.0,42,4577.0,,,5377,False,0,8,,True,14.37,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.35,178.7,0.0,0.0,114.96,293.66,3505,1,Male,61,False,False,False,True,1,United States,California,Santa Cruz,95064
1852-QSWCD,Q3,3,Stayed,No,0.0,55,6281.0,,,3856,True,1,64,,True,35.25,True,False,,0.0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,24.8,1514.85,0.0,0.0,2256.0,3770.85,112,1,Male,62,False,False,True,True,1,United States,California,Palo Verde,92266
1852-XEMDW,Q3,4,Stayed,No,0.0,30,4709.0,,,5524,False,0,22,Offer D,True,43.78,True,True,DSL,47.0,True,True,True,False,False,False,False,False,Month-to-Month,False,Credit Card,65.05,1427.55,0.0,10.0,963.16,2400.71,3652,1,Male,20,True,False,False,False,0,United States,California,Mad River,95552
1853-ARAAQ,Q3,5,Stayed,No,0.0,48,2510.0,,,2999,False,0,26,,False,0.0,False,True,DSL,7.0,False,False,True,False,True,True,True,True,Month-to-Month,True,Credit Card,50.35,1277.5,0.0,0.0,0.0,1277.5,4871,1,Female,47,False,False,False,False,0,United States,California,Cayucos,93430
1853-UDXBW,Q3,2,Churned,Yes,1.0,85,2485.0,Price,Price too high,2055,True,1,1,,True,38.8,False,True,Fiber Optic,4.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,70.0,70.0,0.0,0.0,38.8,108.8,3927,1,Male,38,False,False,True,False,0,United States,California,Samoa,95564
1855-AGAWH,Q3,4,Stayed,No,0.0,46,2510.0,,,4707,True,2,31,,True,36.69,False,True,Fiber Optic,52.0,False,False,True,False,True,True,True,True,One Year,True,Bank Withdrawal,93.8,2939.8,0.0,0.0,1137.39,4077.19,2835,1,Male,27,True,False,True,False,0,United States,California,Bell,90201
1855-CFULU,Q3,5,Stayed,No,0.0,20,3460.0,,,736,False,0,4,,True,41.98,False,False,,0.0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.05,91.45,0.0,0.0,167.92,259.37,1076,1,Female,65,False,True,False,False,0,United States,California,Oakland,94619
1862-QRWPE,Q3,5,Stayed,No,0.0,25,4124.0,,,2592,True,10,48,,True,37.96,False,False,,0.0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,20.65,1057.0,0.0,0.0,1822.08,2879.08,4464,1,Female,24,True,False,True,False,0,United States,California,Pacific Palisades,90272
1862-SKORY,Q3,3,Churned,Yes,1.0,91,2296.0,Competitor,Competitor offered higher download speeds,327,True,1,40,,False,0.0,False,True,Cable,3.0,False,True,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,39.3,1637.4,0.0,0.0,0.0,1637.4,667,1,Female,66,False,True,True,False,0,Country,California,Los Angeles,90029
1866-DIOQZ,Q3,4,Stayed,No,0.0,42,4698.0,,,5476,True,10,71,,False,0.0,False,True,Cable,85.0,True,True,True,True,True,True,True,True,One Year,False,Bank Withdrawal,66.8,4689.15,0.0,0.0,0.0,4689.15,3604,1,Female,23,True,False,True,False,0,United States,California,Forestville,95436
1866-NXPSP,Q3,4,Stayed,No,0.0,22,3235.0,,,3371,False,0,36,,True,32.0,False,True,Cable,23.0,True,True,True,True,False,True,True,False,One Year,True,Credit Card,75.55,2680.15,0.0,100.0,1152.0,3932.15,5243,1,Female,48,False,False,False,False,0,United States,California,Arcata,95521
1866-OBPNR,Q3,5,Joined,No,0.0,22,5494.0,,,3474,True,5,1,,True,42.99,False,True,Fiber Optic,59.0,False,True,False,False,False,False,False,True,Month-to-Month,False,Credit Card,74.6,74.6,0.0,0.0,42.99,117.59,5346,1,Male,28,True,False,True,True,1,United States,California,Sacramento,95833
1866-RZZQS,Q3,1,Churned,Yes,1.0,91,2169.0,Competitor,Competitor had better devices,246,False,0,41,Offer B,True,42.06,True,True,Fiber Optic,21.0,False,False,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,98.4,4187.75,0.0,0.0,1724.46,5912.21,586,1,Male,77,False,True,False,False,0,Country,California,Redlands,92373
1866-ZSLJM,Q3,4,Stayed,No,0.0,75,5654.0,,,4283,False,0,21,Offer D,True,32.89,False,False,,0.0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,20.5,402.85,0.0,0.0,690.69,1093.54,2411,1,Male,31,False,False,False,False,0,United States,California,Valley Ford,94972
1867-BDVFH,Q3,2,Churned,Yes,1.0,80,5075.0,Competitor,Competitor made better offer,2129,True,1,11,Offer D,True,9.14,True,True,Fiber Optic,19.0,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,74.35,834.2,0.0,0.0,100.54,934.74,4001,1,Male,35,False,False,True,False,0,United States,California,Los Angeles,90056
1867-TJHTS,Q3,4,Stayed,No,0.0,78,5709.0,,,4533,False,0,58,,True,22.71,True,True,Fiber Optic,14.0,True,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,79.8,4526.85,0.0,0.0,1317.18,5844.03,2661,1,Female,47,False,False,False,False,0,United States,California,Sacramento,95817
1871-MOWRM,Q3,1,Churned,Yes,1.0,87,4306.0,Competitor,Competitor offered more data,2330,True,3,12,,True,18.26,False,True,Fiber Optic,18.0,True,False,False,True,False,False,False,True,Month-to-Month,False,Bank Withdrawal,80.85,866.45,23.72,0.0,219.12,1061.85,4202,1,Male,57,False,False,True,False,0,United States,California,Woodacre,94973
1872-EBWSC,Q3,4,Stayed,No,0.0,66,4840.0,,,4254,False,0,29,,True,21.19,False,False,,0.0,False,False,False,False,False,False,False,False,One Year,False,Mailed Check,20.35,617.35,0.0,0.0,614.51,1231.86,2382,1,Female,28,True,False,False,False,0,United States,California,Berkeley,94702
1875-QIVME,Q3,3,Churned,Yes,1.0,83,4690.0,Attitude,Attitude of support person,1175,True,1,2,Offer E,True,11.51,True,True,Fiber Optic,53.0,False,False,True,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,104.4,242.8,45.44,0.0,23.02,220.38,1515,1,Female,26,True,False,True,True,3,United States,California,Tujunga,91042
1877-HKBQX,Q3,4,Stayed,No,0.0,49,2573.0,,,4754,False,0,11,Offer D,True,1.16,False,True,DSL,41.0,True,False,False,True,False,False,False,True,One Year,True,Mailed Check,54.6,617.85,0.0,0.0,12.76,630.61,2882,1,Female,21,True,False,False,False,0,United States,California,Cerritos,90703
1891-FZYSA,Q3,1,Churned,Yes,1.0,82,6363.0,Competitor,Competitor had better devices,192,True,1,69,,True,16.34,True,True,Fiber Optic,4.0,False,True,False,False,True,False,False,False,Month-to-Month,True,Bank Withdrawal,89.95,6143.15,6.79,110.0,1127.46,7373.82,532,1,Male,65,False,True,True,False,0,Country,California,Piercy,95587
1891-QRQSA,Q3,4,Stayed,No,0.0,69,4881.0,,,484,True,9,64,Offer B,True,16.33,True,True,Fiber Optic,10.0,True,False,True,True,True,True,False,True,Two Year,True,Bank Withdrawal,111.6,7099.0,0.0,0.0,1045.12,8144.12,824,1,Male,71,False,True,True,False,0,United States,California,Downey,90241
1891-UAWWU,Q3,1,Churned,Yes,1.0,87,2312.0,Competitor,Competitor had better devices,380,True,1,20,,True,4.77,True,True,Fiber Optic,17.0,False,False,True,False,True,False,False,True,Month-to-Month,False,Bank Withdrawal,90.8,1951.0,0.0,0.0,95.4,2046.4,720,1,Female,79,False,True,True,False,0,Country,California,Johannesburg,93528
1894-IGFSG,Q3,1,Churned,Yes,1.0,82,3161.0,Competitor,Competitor had better devices,1282,False,0,22,,True,18.01,False,True,Fiber Optic,2.0,False,False,False,False,True,True,True,True,Month-to-Month,False,Bank Withdrawal,89.25,1907.85,0.0,0.0,396.22,2304.07,1622,1,Female,38,False,False,False,False,0,United States,California,Lancaster,93535
1895-QTKDO,Q3,5,Joined,No,0.0,20,5684.0,,,3929,False,0,1,,True,45.59,False,True,DSL,5.0,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,43.95,43.95,0.0,0.0,45.59,89.54,185,1,Female,38,False,False,False,False,0,United States,California,San Jacinto,92583
